-55.62,-57.84,-55.31,-53.33,-50.28,-49,-47.09,-47.61,-45.38,-44.81,-46.79,-50.1,-57.15
-50.33,-46.61,-45.98,-42.37,-42.56,-42.1,-49.37,-40.95,-39.36,-38.67,-39.02,-41.67,-52.45
-47.84,-45.35,-41.4,-40.15,-39.45,-38.88,-38.59,-37.97,-37.09,-36.6,-35.32,-36.05,-39.45
-47.23,-46.31,-47.02,-48.75,-50.1,-50.07,-48.02,-48.72,-49.14,-48.26,-37.64,-34.85,-41.89
-49.74,-46.61,-48.39,-52.64,-48.72,-52.75,-50.33,-51.38,-51.73,-50.13,-37.25,-34.8,-41.99
-51.88,-50.33,-48.97,-49.18,-47.87,-49.55,-48.96,-46.36,-46.48,-49.28,-37.69,-34.76,-39.93
-53.84,-50.93,-49.64,-48.64,-47.96,-46.94,-48.34,-46.51,-47.82,-52.48,-38.38,-34.99,-42.22
-55.39,-53.25,-51.59,-51.41,-50.28,-49.24,-49.43,-47.79,-49.67,-53.47,-38.48,-35,-43.27
-55.96,-55.37,-52.8,-51.88,-51.72,-49.83,-48.75,-55.66,-50.32,-43.82,-32.84,-31.54,-36.94
-58.47,-57.08,-54.87,-53.11,-52.41,-50.95,-49.74,-53.72,-51.49,-45.21,-35.74,-34.38,-37.89
-60.17,-58.1,-55.88,-54.54,-53.13,-51.64,-49.78,-52.34,-47.26,-41.67,-34.34,-37.27,-39.84
-61.69,-60.39,-57.76,-56.45,-54.78,-52.8,-51.7,-51.31,-47.35,-43.37,-42.61,-39.45,-42.41
-61.98,-62.45,-60.62,-58.03,-56.33,-55.48,-54.86,-53.81,-47.98,-44.28,-43.16,-41.77,-43.72
