-60.19,-58.67,-57.6,-54.53,-52.61,-53.1,-50.86,-49.21,-49.2,-48.23,-51.18,-54.53,-60.61
-52.81,-50.23,-44.59,-44.07,-43.98,-43.13,-43.08,-42.22,-42.45,-42.75,-41.85,-47.47,-54.89
-50.86,-47.94,-47.25,-45.99,-46.72,-44.2,-43.81,-43.75,-43.5,-43.88,-41.6,-43.69,-51.3
-52.51,-51.18,-52.52,-49.61,-52.19,-53.35,-54.5,-53.45,-54.06,-50,-41.77,-41.4,-50.19
-54.41,-52.65,-51.65,-49.31,-49.34,-50.72,-49.58,-49.97,-50.72,-51.61,-42.25,-41.7,-49.34
-56.74,-54.96,-52.74,-49.5,-49.87,-49.77,-49.9,-49.18,-49.35,-49.78,-42.25,-41.89,-50.03
-59.15,-58,-55.04,-52.22,-52.36,-52.72,-52.21,-52.07,-52.07,-53.42,-42.79,-41.92,-50.54
-60.4,-58.4,-57.55,-55.01,-54.55,-54.23,-53.49,-52.99,-53.22,-55.82,-42.79,-42.52,-51.49
-62.46,-60.02,-58.85,-57.07,-55.55,-55.46,-54.02,-52.86,-52.61,-53.49,-43.35,-42.84,-51.26
-63.03,-61.6,-58.45,-57.49,-56.29,-55.8,-53.28,-52.48,-51.83,-51.73,-42.82,-42.51,-54.29
-62.45,-61.55,-60.34,-58.99,-57.17,-56.33,-54.94,-52.45,-51.46,-49.13,-39.22,-43.94,-57.7
-62.99,-61.68,-60.77,-59.99,-58.51,-57.77,-55.44,-53.99,-41.46,-51.26,-51.7,-53.84,-52.1
-63.22,-62.87,-61.73,-60.93,-59.27,-58.1,-56.83,-55.74,-53.17,-53.55,-52.74,-54.75,-51.87
