-68.5,-59.6,-57.4,-54.2,-51.3,-49.1,-47.9,-46.5,-45.8,-45.5,-46.7,-49.2,-52.5
-51.7,-48.4,-44.9,-42.2,-41.4,-41.3,-41.2,-41.1,-40.7,-41.6,-45.3,-46.9,-51.1
-48.9,-45.9,-41.1,-39.9,-39.5,-38.8,-37.6,-37.2,-37.1,-36.7,-38.6,-44.5,-50.8
-49.9,-49.1,-48.6,-51.8,-53.6,-54.5,-57.7,-56.8,-60.9,-59.1,-44.1,-40.7,-46.4
-52.1,-51.6,-51.3,-59.6,-50.7,-50.4,-52.8,-53.6,-47.8,-46.3,-41.9,-41.2,-47.8
-54.1,-52.3,-51.2,-50.7,-49.8,-49.5,-49.2,-49.1,-50.1,-44.9,-40.3,-38.5,-44.5
-56.6,-53.7,-50.8,-49.5,-49.1,-48.7,-48.2,-47.1,-46,-45.7,-40.8,-37.1,-42.4
-57.5,-56.5,-55.3,-53.8,-52.8,-52.1,-52.8,-50.9,-50.6,-47.6,-41.9,-37.6,-44.8
-58.9,-58.4,-57.3,-55.2,-53.8,-53,-51.8,-50.3,-50.4,-48.7,-42.5,-36.1,-42.5
-60.3,-59.9,-59.1,-58.1,-57.1,-55.8,-54.3,-53.1,-52.3,-45.3,-39.7,-37.2,-46.7
-56.5,-56.4,-55.6,-54.1,-52.4,-50.2,-48.5,-46.7,-45.1,-45.5,-40.3,-36.2,-49.8
-58.4,-57.1,-56.2,-54.5,-53.4,-51.3,-49.4,-48.1,-46.4,-45.3,-44.2,-44.8,-48.6
-61.1,-60.4,-59.9,-59.2,-58.3,-56.9,-55.2,-53.2,-50.5,-47.1,-46.5,-46.2,-45.1
