-50.1,-50.2,-50.4,-49.9,-50.4,-51.6,-51.6,-52.8,-52.6,-52.5,-53.1,-54.4,-54.3
-50.2,-51,-55.5,-62.4,-64.5,-60.5,-57.6,-56.3,-54.4,-52.7,-50.6,-49.7,-49.7
-49.2,-53.2,-63.1,-57.6,-53.6,-51.6,-51.2,-50.9,-50.3,-49.5,-48.9,-49.7,-52.9
-49.7,-59.1,-55.6,-51.7,-50.9,-49.4,-49.3,-49.1,-49.2,-49.3,-49.5,-51.7,-57.6
-52,-57.8,-50.8,-49.5,-49.8,-50.3,-50.05,-50.2,-50.5,-51.5,-52.6,-55.7,-61.8
-51.8,-56.2,-47.9,-50,-50.8,-51.6,-52.2,-52.7,-52.6,-54.9,-56.1,-60.5,-66.8
-50.9,-55.4,-47.8,-52.1,-58.8,-62.2,-60.8,-60.2,-59.7,-60.9,-62.6,-65.7,-70.3
-50.8,-57.4,-50.7,-53.2,-58.4,-63.6,-67.2,-68.5,-68.7,-68.6,-69,-68.8,-67.5
-52.1,-55.7,-51.1,-54.2,-58.7,-58.8,-65.7,-69.2,-69.3,-68.6,-69.1,-69.6,-69.7
-50.4,-49,-49.6,-49.9,-51.9,-59.7,-63.1,-70,-69.7,-70.2,-70.6,-70.1,-69.9
-46.4,-45.2,-45.3,-48.5,-53.6,-58.7,-64.4,-68.9,-68.1,-68.5,-69.1,-69.2,-69.3
-43.7,-45.3,-47.5,-50.9,-55.6,-61,-67.7,-71.2,-70.8,-70.9,-70.9,-70.7,-69.8
-50.6,-50.2,-55.3,-57,-59.2,-63.3,-67.6,-67.8,-66.5,-66.7,-67.2,-68.4,-69.8
